,index,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
5309,8793,567845382102859777,0,1.0,Bad Flight,0.3535,Delta,,brian_cristiano,,0,"JetBlue I 'm penalized packing lightly , 1 bag pay extra seat ?",,2015-02-17 16:37:43 -0800,"New York, New York",Eastern Time (US & Canada)
5310,8794,567845089508233217,0,1.0,Can't Tell,1.0,Delta,,Nickymkirk,,0,"JetBlue drop passenger small baby 3 infant San Juan terminal. As unload baby , officer write ticket $ 75","[18.4465457, -66.28316651]",2015-02-17 16:36:34 -0800,Dorado,
5311,8795,567843889748418560,0,1.0,Bad Flight,1.0,Delta,,DonnellyVJ,,0,JetBlue TV. Wifi spotty. It 's nice feature X country flight. Still wo n't keep u away # lovejetblue,,2015-02-17 16:31:48 -0800,,
5312,8796,567843811990376449,0,0.649,Flight Booking Problems,0.3325,Delta,,MerrickRealtor,,0,JetBlue technically I could drive JFK put in. Request tomorrow 's flight ?,,2015-02-17 16:31:29 -0800,Merrick,America/New_York
5313,8797,567842726861021184,0,1.0,Can't Tell,0.34700000000000003,Delta,,brian_cristiano,,0,JetBlue I pay extra space force put backpack seat ? Its bag. Flight 135. Unprofessional .,,2015-02-17 16:27:10 -0800,"New York, New York",Eastern Time (US & Canada)
5314,8798,567842661463240704,0,1.0,Bad Flight,0.6799,Delta,,DonnellyVJ,,0,JetBlue b6 619 morning Boston beautiful San Diego. We really bum satellite broken. : (,"[32.99815682, -117.17405196]",2015-02-17 16:26:55 -0800,,
5315,8804,567836310775324672,0,1.0,Can't Tell,1.0,Delta,,44riggins44,,0,JetBlue lose business Enjoy profit,,2015-02-17 16:01:41 -0800,boston,
5316,8807,567831434838159360,1,0.6647,,,Delta,,kimbetech,,0,JetBlue call. Thank !,,2015-02-17 15:42:18 -0800,NYC,Eastern Time (US & Canada)
5317,8810,567829349727211521,1,0.6556,,0.0,Delta,,soflalegaljobs,,0,JetBlue Still love guys. But get Vegas already ! âï¸ð´âï¸ð¸ð²,,2015-02-17 15:34:01 -0800,"Miami, FL ",Eastern Time (US & Canada)
5318,8814,567827091409092608,0,1.0,Late Flight,1.0,Delta,,JoanIngerman,,0,JetBlue insane craziness I 've see Jet Blue today Newark Delayed 3 hour wait Pilot ! ! # jetblue,,2015-02-17 15:25:02 -0800,,Central Time (US & Canada)
5319,8817,567824260207738880,1,1.0,,,Delta,,reenapilgrim,,0,JetBlue happy accommodate peanut/treenut allergy flight ! 1st online cover air provider,,2015-02-17 15:13:47 -0800,,
5320,8818,567821839784939520,1,1.0,,,Delta,,TSAmedia_RossF,,0,JetBlue ProfessorpaUL15 Always happy help !,,2015-02-17 15:04:10 -0800,"Washington, D.C.",Eastern Time (US & Canada)
5321,8819,567821528424845312,1,0.6804,,0.0,Delta,,mrsmjem,,0,"JetBlue land , thank anyway. Btw , flight staff flight 654 wonderful despite full day heavy load .",,2015-02-17 15:02:56 -0800,CT,Quito
5322,8820,567818543569317888,0,1.0,Late Flight,1.0,Delta,,bioldame491,,0,"JetBlue delay , arrives",,2015-02-17 14:51:05 -0800,"New York, NY",Eastern Time (US & Canada)
5323,8821,567818156607074304,0,0.6341,Late Flight,0.6341,Delta,,luisauraalvarez,,0,JetBlue EllaHenderson highlight delay # freeconcert,,2015-02-17 14:49:32 -0800,â¤,Eastern Time (US & Canada)
5324,8822,567817897893982208,0,0.6491,Can't Tell,0.3394,Delta,,luisauraalvarez,,0,JetBlue whose perform T5,,2015-02-17 14:48:31 -0800,â¤,Eastern Time (US & Canada)
5325,8824,567816742300356608,0,1.0,Late Flight,0.6989,Delta,,bioldame491,,0,"JetBlue flight 894 , first officer even airport wow ! ! ! ! ! ! Unreal , staff wait boarded announce delay .",,2015-02-17 14:43:55 -0800,"New York, NY",Eastern Time (US & Canada)
5326,8825,567814769077436416,1,0.6591,,,Delta,,JetBlueNews,,0,JetBlue 's CEO battle appease passenger Wall Street - http : //t.co/uy28D1UEgX http : //t.co/vJFV7KSGcQ,,2015-02-17 14:36:05 -0800,USA,Sydney
5327,8826,567814010914222080,0,1.0,Customer Service Issue,0.6679999999999999,Delta,,ProfessorpaUL15,,0,JetBlue - TSA-pre work every airline BUT ? I pay good money that. Spent 30 min phone fix zero success .,"[42.36604659, -71.01573889]",2015-02-17 14:33:04 -0800,,Atlantic Time (Canada)
5328,8828,567813437003411456,0,1.0,Customer Service Issue,1.0,Delta,,ThePRCloset,,0,"JetBlue yes , 3 times. I need one call help change flight. I ca n't online. Thanks .",,2015-02-17 14:30:47 -0800,New York City,Eastern Time (US & Canada)
5329,8829,567812799767003136,0,1.0,Lost Luggage,1.0,Delta,,edgarsantana,,0,JetBlue pls send IT tech 2 baggage office. Poor guy try 2 print claim & amp ; can't. I need 2 get home. Upgrade 2 HP printer MFPs,,2015-02-17 14:28:15 -0800,"ÃT: 40.96513,-73.872957",Eastern Time (US & Canada)
5330,8830,567811776566542336,1,0.6559,,,Delta,,Lynnche324,,1,JetBlue vincenzolandino CBarrows You take place unite simply ca n't ... like non-stop St. Lucia .,,2015-02-17 14:24:11 -0800,"Jersey City, NJ ",
5331,8832,567810683485753344,1,1.0,,,Delta,,vincenzolandino,,0,JetBlue make happy. I hope n't empty promise .,,2015-02-17 14:19:51 -0800,NYC | CT,Eastern Time (US & Canada)
5332,8833,567810661372424193,0,1.0,Customer Service Issue,1.0,Delta,,ThePRCloset,,0,JetBlue drop 3x past hour,,2015-02-17 14:19:45 -0800,New York City,Eastern Time (US & Canada)
5333,8836,567808067237326848,0,1.0,Customer Service Issue,1.0,Delta,,ThePRCloset,,0,JetBlue Ive call 3 x & amp ; wait hold 10 min time disconnect time. Enraging ! I need speak someone ! # help,,2015-02-17 14:09:27 -0800,New York City,Eastern Time (US & Canada)
5334,8840,567807375667912704,0,1.0,Late Flight,1.0,Delta,,Tubulus,,0,jetblue idea plane flight 672 come ? I think flight 305 JFK would n't explain delay .,,2015-02-17 14:06:42 -0800,,Atlantic Time (Canada)
5335,8842,567807269707206657,0,1.0,Lost Luggage,1.0,Delta,,edgarsantana,,0,"JetBlue pls find bag , I need 2 get home ! Very frustrating. Hope bag somewhere NY_NJairports. Leaving # jfk w/o luggage .",,2015-02-17 14:06:17 -0800,"ÃT: 40.96513,-73.872957",Eastern Time (US & Canada)
5336,8846,567803467282046976,1,0.6625,,,Delta,,thereal_SNL,,0,JetBlue thanks !,,2015-02-17 13:51:10 -0800,District of Columbia,Eastern Time (US & Canada)
5337,8849,567801642633162753,0,1.0,Customer Service Issue,1.0,Delta,,carleycalla,,0,"JetBlue Hold 15 min , couple ring , `` mailbox set yet. '' Customer service forward cell phone ? C'mon",,2015-02-17 13:43:55 -0800,"Boston, Massachusetts",Mountain Time (US & Canada)
5338,8855,567798973008994304,1,1.0,,,Delta,,gigiri27,,0,JetBlue love travel Jetblue. Cant wait go Paris oui oui ! ! ! NYC awesomeee !,,2015-02-17 13:33:19 -0800,,
5339,8856,567797436652199936,0,1.0,Customer Service Issue,1.0,Delta,,phil0616,,0,JetBlue But customer service ment anything ... . would try. Quoting policy never effective customer service .,,2015-02-17 13:27:12 -0800,"Florida, USA",
5340,8861,567794802394406912,1,1.0,,,Delta,,CinziannaP,,0,JetBlue CinziannaP thank ! I like quick response Twitter !,,2015-02-17 13:16:44 -0800,,Eastern Time (US & Canada)
5341,8862,567794198095872001,1,1.0,,,Delta,,Cinnabon,,1,JetBlue This could begin BLUEtiful relationship : ) # lifeneedsfrosting,,2015-02-17 13:14:20 -0800,,Eastern Time (US & Canada)
5342,8863,567793799590854656,0,0.679,Can't Tell,0.3624,Delta,,phil0616,,0,JetBlue Apparently .,,2015-02-17 13:12:45 -0800,"Florida, USA",
5343,8864,567792966690168832,0,1.0,Late Flight,1.0,Delta,,stephyilmaz,,0,JetBlue delay : ( flight 1601,"[40.64656067, -73.78334045]",2015-02-17 13:09:26 -0800,Long Island,Pacific Time (US & Canada)
5344,8865,567792296654299137,0,1.0,Customer Service Issue,0.6652,Delta,,billykaos,,0,JetBlue continue button generate trip `` plan trip page '' regardless far along I Flight Booking Problems process hint : end,"[0.0, 0.0]",2015-02-17 13:06:47 -0800,Boston,Eastern Time (US & Canada)
5345,8871,567783456420012032,1,1.0,,,Delta,,FoppishDork,,0,JetBlue Haha 're everything right ! Do n't change thing ! Slash Twitter engagement make even cool ! # bestairline,,2015-02-17 12:31:39 -0800,,
5346,8877,567778149132664833,1,1.0,,,Delta,,HUSKIE25,,0,JetBlue great smooth flight ! ðð,,2015-02-17 12:10:34 -0800,"Olean, NY",Eastern Time (US & Canada)
5347,8880,567776348828360707,1,0.6485,,,Delta,,somekidnamedjon,,0,JetBlue I would love fly best friend home PVD weekend. ð http : //t.co/cH0NmjyMgh,,2015-02-17 12:03:24 -0800,âï¸âï¸,Eastern Time (US & Canada)
5348,8884,567773176031145984,0,1.0,Can't Tell,0.7184,Delta,,travelingranger,,0,JetBlue I 'll give u chance I n't think I 'll fall # backtodelta,,2015-02-17 11:50:48 -0800,,
5349,8885,567772770604298240,1,0.6591,,,Delta,,LyndsaySignor,,0,JetBlue Great thanks,,2015-02-17 11:49:11 -0800,New York City,Quito
5350,8886,567772568833503233,0,0.6778,Can't Tell,0.6778,Delta,,ShiraJudah,,0,JetBlue KyleJudah responsible replacing,,2015-02-17 11:48:23 -0800,"Boston, MA",Greenland
5351,8887,567772565956222976,0,1.0,Damaged Luggage,0.6954,Delta,,ShiraJudah,,0,JetBlue KyleJudah new stroller. The travel credit n't help cover cost new stroller. Your crew ruin therefore,,2015-02-17 11:48:23 -0800,"Boston, MA",Greenland
5352,8888,567772012735922176,0,1.0,Damaged Luggage,0.6735,Delta,,ShiraJudah,,0,JetBlue KyleJudah I speak baggage claim center give travel credit responsible cost,,2015-02-17 11:46:11 -0800,"Boston, MA",Greenland
5353,8889,567771662167179264,0,1.0,Can't Tell,0.6632,Delta,,travelingranger,,0,JetBlue hear charge 1st bag tighter seat - need loyal JB customer anymore !,,2015-02-17 11:44:47 -0800,,
5354,8891,567770698111852544,0,1.0,Late Flight,1.0,Delta,,LyndsaySignor,,0,JetBlue Is something go alert ? Flight 's delayed several time parent 'm receive alert .,,2015-02-17 11:40:57 -0800,New York City,Quito
5355,8892,567769879759962112,1,1.0,,,Delta,,shawnaldridge,,0,JetBlue I will. I love fly all. Great service .,,2015-02-17 11:37:42 -0800,"Portland, OR",Pacific Time (US & Canada)
5356,8898,567766755797389312,0,1.0,Bad Flight,1.0,Delta,,gczark,,0,"JetBlue hard tell , tell wifi work one side plane .",,2015-02-17 11:25:17 -0800,"New York, NY",Eastern Time (US & Canada)
5357,8901,567765664459669504,0,1.0,Late Flight,0.6632,Delta,,gczark,,0,"JetBlue , I normally â¤ï¸ , Late Flightst flight experience worst. 2 hour runway , wifi & amp ; tv work properly",,2015-02-17 11:20:57 -0800,"New York, NY",Eastern Time (US & Canada)
5358,8902,567763818257063937,0,1.0,Customer Service Issue,0.6607,Delta,,ShiraJudah,,0,JetBlue KyleJudah It n't matter directed to. It 's principle matter. When I gate check stroller,,2015-02-17 11:13:37 -0800,"Boston, MA",Greenland
5359,8903,567761644802293760,1,1.0,,,Delta,,eddieanderson4u,,0,JetBlue - BlueManity bring tear eyes. JetBlue ' commitment give back crewmembers community aww inspiring !,,2015-02-17 11:04:59 -0800,"New York, NY",Central Time (US & Canada)
5360,8904,567760693643214848,0,1.0,Late Flight,0.6563,Delta,,JayVig,,0,JetBlue 117 day maybe .,,2015-02-17 11:01:12 -0800,"Jersey City, NJ",Eastern Time (US & Canada)
5361,8907,567758927111401474,1,1.0,,,Delta,,vegecomgirl,,0,JetBlue JayVig I like inflight snack ! I 'm fly guy 2/28 ! # JVMChat,,2015-02-17 10:54:11 -0800,New York City,Eastern Time (US & Canada)
5362,8912,567758007912906752,1,0.6714,,,Delta,,JayVig,,0,JetBlue roxydigital HAHA. didnât disappoint. Well done. # JVMChat,,2015-02-17 10:50:32 -0800,"Jersey City, NJ",Eastern Time (US & Canada)
5363,8914,567755768037130241,0,1.0,Late Flight,1.0,Delta,,CaseyParksIt,,0,JetBlue figure delay list almost 2 hrs. Thanks great ! Cheers,,2015-02-17 10:41:38 -0800,Chicagoland,
5364,8917,567752625647394816,0,1.0,Customer Service Issue,0.6907,Delta,,_katiewarren,,0,"JetBlue glitches website : Flight Booking Problems travel & amp ; check in. Nothing ur site & amp ; airport communicate , nightmare .",,2015-02-17 10:29:08 -0800,,Arizona
5365,8918,567750136223518720,1,1.0,,,Delta,,amyfame,,0,JetBlue Thank !,,2015-02-17 10:19:15 -0800,,Eastern Time (US & Canada)
5366,8921,567747668512735232,0,1.0,Cancelled Flight,0.6401,Delta,,alsonmusical,,0,JetBlue much pay fees. Plus hotel food change could fly reliable airline # no2jetblue,,2015-02-17 10:09:27 -0800,"Yauco, Puerto Rico",Central Time (US & Canada)
5367,8923,567743028215836672,1,1.0,,,Delta,,iSocialFanz,,0,JetBlue huge fan great brand people great thingsâ¦ guy rock happy share love !,,2015-02-17 09:51:00 -0800,"Phoenix, Az",Arizona
5368,8924,567742238562975745,0,0.7011,Cancelled Flight,0.7011,Delta,,oheyjasmine,,0,"JetBlue Been deal Cancelled Flightled flight since last night & amp ; book 6:15 flight , wouldve least liked see Ella perform lol",,2015-02-17 09:47:52 -0800,Puerto Rico ,Hawaii
5369,8925,567740211384168448,1,1.0,,,Delta,,Buttercup1121,,0,"JetBlue tough choice I simultaneously ! As business traveler , best experience long time. # wishmyflightwaslonger #",,2015-02-17 09:39:49 -0800,ELL LAY,Pacific Time (US & Canada)
5370,8926,567740053967736832,1,1.0,,,Delta,,lquintalnh,,0,JetBlue thanks ! ! Great service # T5 already ! # lovejetBlue,,2015-02-17 09:39:11 -0800,New Hampshire,Eastern Time (US & Canada)
5371,8927,567739036425805824,1,1.0,,,Delta,,PHopNy,,0,JetBlue I ... # FlyFi work well free aboard flight,,2015-02-17 09:35:09 -0800,"Queens, NY",
5372,8928,567738388980068352,0,1.0,Late Flight,0.6922,Delta,,alsonmusical,,0,JetBlue tell I get get another hotel food ... spend money guy make miss connection,,2015-02-17 09:32:34 -0800,"Yauco, Puerto Rico",Central Time (US & Canada)
5373,8929,567738171215994880,0,1.0,Cancelled Flight,1.0,Delta,,alsonmusical,,0,JetBlue already spend $ 300 stay hotel last night due guy reschedule flight. Since Cancelled Flightation I 've spend almost $ 500,,2015-02-17 09:31:42 -0800,"Yauco, Puerto Rico",Central Time (US & Canada)
5374,8930,567737909072367616,1,1.0,,,Delta,,thegayngler,,0,JetBlue Seems likely .,,2015-02-17 09:30:40 -0800,"NY, NY",Atlantic Time (Canada)
5375,8931,567737803060940800,0,1.0,Customer Service Issue,0.6835,Delta,,alsonmusical,,0,JetBlue rude unhelpful. They suggest I catch flight tomorrow I suppose home today 2 work wait,,2015-02-17 09:30:14 -0800,"Yauco, Puerto Rico",Central Time (US & Canada)
5376,8934,567734644515536896,0,1.0,Late Flight,1.0,Delta,,emilymcnulty,,0,JetBlue flight delay 2.5 hours. This insane. Every flight make NYC .,,2015-02-17 09:17:41 -0800,,Eastern Time (US & Canada)
5377,8936,567733946717196288,0,0.6563,Can't Tell,0.3333,Delta,,alsonmusical,,0,JetBlue continue ?,,2015-02-17 09:14:55 -0800,"Yauco, Puerto Rico",Central Time (US & Canada)
5378,8938,567733834964156417,0,1.0,Customer Service Issue,1.0,Delta,,Darshan7Patel,,0,JetBlue I want deal customer service agent practical knowledge.Provide direct contact .,,2015-02-17 09:14:28 -0800,,
5379,8940,567732811772080129,1,0.701,,0.0,Delta,,leighericam,,0,JetBlue well lucky I fly JB..I guess I would even squish airline ð,,2015-02-17 09:10:24 -0800,NYC | NOLA  ,
5380,8941,567731944151322626,1,0.644,,,Delta,,NMSpedaliere,,0,"JetBlue phone agent , pls ! Peggy pleasant , informative delivered. â­ï¸â­ï¸â­ï¸â­ï¸â­ï¸","[40.78521842, -74.07232899]",2015-02-17 09:06:58 -0800,"Old Greenwich, CT",Eastern Time (US & Canada)
5381,8943,567730696656273408,1,0.6538,,,Delta,,ClassyMalick,,0,JetBlue EllaHenderson omg ! Wish I flight today ! Haha 's always next time ! Have fun # LFT5,,2015-02-17 09:02:00 -0800,NY,
5382,8944,567729368110096385,0,1.0,Customer Service Issue,1.0,Delta,,MakebaMakeba,,0,JetBlue request nothing rescheduling. But customer service bad attitude today. # badservice,,2015-02-17 08:56:43 -0800,,
5383,8945,567728800864010242,0,1.0,Customer Service Issue,1.0,Delta,,MakebaMakeba,,0,JetBlue busy due storm customer service always point. More ever # getittogether,,2015-02-17 08:54:28 -0800,,
5384,8947,567727883993358336,0,1.0,Customer Service Issue,1.0,Delta,,MakebaMakeba,,0,JetBlue oh hell no. I 'm wait get hung speak 2 # rudeservice people,,2015-02-17 08:50:50 -0800,,
5385,8949,567727526777073664,1,1.0,,,Delta,,gigirey1,,0,JetBlue thank ! ! Miss much ! ! Is link blog ? Or change ?,,2015-02-17 08:49:24 -0800,,
5386,8951,567727329783582720,1,1.0,,,Delta,,JessonaJourney,,0,JetBlue Thank !,,2015-02-17 08:48:37 -0800,New York,Eastern Time (US & Canada)
5387,8954,567724950556258304,0,1.0,Customer Service Issue,0.6809,Delta,,JessonaJourney,,0,JetBlue Is today 's JetBlue Flight 918 ( NYC- & gt ; BOS ) delay ? My app say time website say 's ...,,2015-02-17 08:39:10 -0800,New York,Eastern Time (US & Canada)
5388,8956,567719957686136832,0,0.7201,Customer Service Issue,0.7201,Delta,,Darshan7Patel,,0,JetBlue please provide direct email explain .,,2015-02-17 08:19:20 -0800,,
5389,8959,567696188602712064,0,1.0,Late Flight,1.0,Delta,,elowthers,,0,JetBlue A flight delay due pilot oversleep apparently uncontrollable irregularity eligible delay compensation .,,2015-02-17 06:44:53 -0800,,
5390,8960,567695310860730369,0,1.0,Late Flight,1.0,Delta,,EBlaikie,,0,JetBlue sit plane JFK wait take door open cater stock delayed could n't nicer,,2015-02-17 06:41:24 -0800,,
5391,8962,567680108002291712,1,0.6645,,0.0,Delta,,TravellerLukose,,0,JetBlue No worries. Delay minor dealt nicely. It captain flight 2324 way .,,2015-02-17 05:40:59 -0800,,
5392,8965,567590027375702016,0,1.0,Can't Tell,0.6503,Delta,,nesi_1992,,0,JetBlue REALLY get nerve ! ! ð¡ð¡ # nothappy,,2015-02-16 23:43:02 -0800,undecided,Pacific Time (US & Canada)
5393,8967,570310600460525568,0,0.6292,Flight Booking Problems,0.3146,US Airways,,jhazelnut,,0,USAirways good time call ? My flight Friday I need change it. Worried I may hold .,,2015-02-24 11:53:37 -0800,,
5394,8968,570310144459972608,0,1.0,Customer Service Issue,1.0,US Airways,,GAKotsch,,0,USAirways one agent available speak ?,,2015-02-24 11:51:48 -0800,,Atlantic Time (Canada)
5395,8971,570308799950692353,0,1.0,Customer Service Issue,0.6452,US Airways,,retardedlarry,,0,USAirways hang again. Another waste hour time. How I suppose book one way award flight ? # badwebsite,,2015-02-24 11:46:28 -0800,,
5396,8973,570307605631012864,0,1.0,Customer Service Issue,1.0,US Airways,,Matt_Bernanke,,0,USAirways 're kill inside,,2015-02-24 11:41:43 -0800,,Quito
5397,8974,570307109218340865,0,0.7020000000000001,Flight Attendant Complaints,0.7020000000000001,US Airways,,jeremyleewhite,,0,USAirways new AmericanAir like new SpiritAirlines. Love AA. Not impress subpar plane gate agent .,"[35.21979387, -80.94498281]",2015-02-24 11:39:45 -0800,,
5398,8975,570307011981783040,1,1.0,,,US Airways,,noelzucchero,,0,USAirways move delta direct. Thank accommodation !,,2015-02-24 11:39:22 -0800,,Eastern Time (US & Canada)
5399,8977,570306715880706049,0,1.0,Bad Flight,0.6505,US Airways,,Anthony_Scerri,,0,USAirways flight 645 Phoenix deboards passenger go Salt Lake City ca n't resolve simple bathroom issue. # fail,,2015-02-24 11:38:11 -0800,"Astoria, NY",Quito
5400,8978,570304779412508673,0,1.0,Customer Service Issue,0.7072,US Airways,,TheOnlyJasonS,,1,USAirways always fun get screw earlier flight ( n't full ) # crummyservice # whydidntiflysouthwest # goodluckamericanair,,2015-02-24 11:30:29 -0800,,
5401,8980,570304445336178688,0,1.0,Customer Service Issue,0.66,US Airways,,justdetric,,0,USAirways ok ... know door close ~10 minute takeoff. stop tell flight leave 20 minute n't board .,,2015-02-24 11:29:10 -0800,"Raleigh, NC",Eastern Time (US & Canada)
5402,8981,570304440017788929,0,1.0,Customer Service Issue,1.0,US Airways,,djndc4l,,0,USAirways I finally get phone 2 hour wait time .,,2015-02-24 11:29:08 -0800,,
5403,8985,570302717085790209,0,1.0,Customer Service Issue,0.6519,US Airways,,TheOnlyJasonS,,1,USAirways thanks 4 make impossibly expensive 2 change 2 flight leave less 24 hr early reservation # 1lesscustomer,,2015-02-24 11:22:18 -0800,,
5404,8986,570302023968694272,1,0.6652,,,US Airways,,RickAdamek,,0,USAirways Well I miss it. But gate agent rebooked board pas wait I landed. Time lunch & amp ; beverage. Easy cheesy,"[33.43720156, -111.99928786]",2015-02-24 11:19:32 -0800,"Fort Mill, SC",Eastern Time (US & Canada)
5405,8987,570300325917270018,0,1.0,Customer Service Issue,0.698,US Airways,,GAKotsch,,0,USAirways I cant get anyone phone help award travel.Purchased extra mile 10 minute Late Flightr mile need raise .,,2015-02-24 11:12:48 -0800,,Atlantic Time (Canada)
5406,8988,570298036938772483,0,1.0,Customer Service Issue,0.6915,US Airways,,hsgoldstein,,0,USAirways Why n't issue travel advisory Charlotte Wednesday night Thursday ? 4-6 inch snow .,,2015-02-24 11:03:42 -0800,,
5407,8990,570296537433186305,0,0.66,Flight Attendant Complaints,0.66,US Airways,,AshleyKAtherton,,0,USAirways DeeDee Lynn S. great PHX ; Richard P. jerk. Rude u parent reason .,,2015-02-24 10:57:44 -0800,,Central Time (US & Canada)
5408,8991,570296516314845185,0,1.0,Cancelled Flight,0.3542,US Airways,,airham_gouda,,0,USAirways thanks make miss meeting Dallas. 700 dollar toilet ð,,2015-02-24 10:57:39 -0800,,
5409,8992,570296273611448320,0,0.6522,Late Flight,0.3478,US Airways,,ashleycolburn,,0,USAirways I two tight connection # Charlotte # Frankfurt,,2015-02-24 10:56:41 -0800,San Diego,Pacific Time (US & Canada)
5410,8993,570296212336865283,0,0.6863,Late Flight,0.3585,US Airways,,UyonJ,,0,"USAirways Said way get plane leave would make connection $ 75 fee. Instead earlier , I Late Flightr !",,2015-02-24 10:56:27 -0800,,
5411,9000,570293289045364736,1,1.0,,,US Airways,,ToxicLayge,,0,"USAirways get sort , thanks",,2015-02-24 10:44:50 -0800,,London
5412,9001,570292371340062720,0,0.6841,Can't Tell,0.6841,US Airways,,ajbibbs,,0,USAirways Sadly I 'm currently book one flight tomorrow I change I .,,2015-02-24 10:41:11 -0800,,
5413,9003,570290730796777473,0,0.6721,Late Flight,0.6721,US Airways,,AshleyKAtherton,,0,USAirways standby far two us. With snow storm hit Iowa tomorrow could stick two day .,,2015-02-24 10:34:40 -0800,,Central Time (US & Canada)
5414,9008,570288667790594048,0,0.7033,Customer Service Issue,0.7033,US Airways,,themainevent001,,0,"USAirways assure pleasant woman gate B11 Albany , NY life 's perfect , I 'd hear enough .",,2015-02-24 10:26:28 -0800,Saratoga Springs,
5415,9010,570288039454486529,0,0.6512,Flight Booking Problems,0.3256,US Airways,,CLChicosky,,0,"USAirways : u n't bother follow , book Delta. Delta understand cust srv : provide lunch 4 delay & amp ; upgraded seat !",,2015-02-24 10:23:58 -0800,,
5416,9013,570286925556424705,0,1.0,Customer Service Issue,0.6635,US Airways,,EEB4,,0,USAirways There error w/ prefer status & amp ; I 'm able reach agent via phone. Travel Friday. Need resolve - contact info ?,,2015-02-24 10:19:33 -0800,"Washington, DC",Eastern Time (US & Canada)
5417,9014,570286345454800896,0,1.0,Late Flight,0.6495,US Airways,,MauererPower,,2,USAirways AmericanAir pilot forget log book ? Been wait plane 45 min ! ! # AlsoNoDrinkCartComingAround,,2015-02-24 10:17:14 -0800,,Central Time (US & Canada)
5418,9015,570286290203070465,0,1.0,Customer Service Issue,0.6942,US Airways,,AshleyKAtherton,,0,USAirways already it. One person say could n't anything another say n't know first person talk 2 say,,2015-02-24 10:17:01 -0800,,Central Time (US & Canada)
5419,9016,570286035118071808,0,1.0,Customer Service Issue,0.6826,US Airways,,djndc4l,,0,USAirways AshleyKAtherton Over hour hold far,,2015-02-24 10:16:00 -0800,,
5420,9017,570285320085880832,0,1.0,Late Flight,1.0,US Airways,,HPUgradMM,,0,"usairways RT Dmoukdarath : Nice , another delay usair second one trip. Left engine leak ... 's next ? ? # USAIR # nothappy",,2015-02-24 10:13:10 -0800,Triad,
5421,9018,570285070184898561,0,1.0,Customer Service Issue,1.0,US Airways,,JustinEhlert,,0,USAirways I want love ! 43 minute hold ! Help understand I switch loyalty programs. http : //t.co/cHGy5yrVka,,2015-02-24 10:12:10 -0800,"Austin, tx",
5422,9019,570284855163883520,0,0.6563,Customer Service Issue,0.6563,US Airways,,djndc4l,,0,USAirways 59 minute now. Nice customer service get go .,,2015-02-24 10:11:19 -0800,,
5423,9022,570280737951375360,0,1.0,Can't Tell,1.0,US Airways,,themainevent001,,0,USAirways You idea upset frustrate I right now. I 'll sure follow never fly .,,2015-02-24 09:54:57 -0800,Saratoga Springs,
5424,9023,570280653389996034,0,1.0,longlines,0.6616,US Airways,,mcrowe6655,,0,USAirways person go number one standby list number twelve three hour ? Should I super platinum diamond status,,2015-02-24 09:54:37 -0800,Cleveland,Mountain Time (US & Canada)
5425,9024,570280436796166144,0,0.664,Flight Booking Problems,0.336,US Airways,,themainevent001,,0,"USAirways Forget reservations. Thank great leadership company , I 've Cancelled Flighted flight. Once , thank .",,2015-02-24 09:53:46 -0800,Saratoga Springs,
5426,9025,570279106090274817,1,1.0,,,US Airways,,mlmoore2,,0,USAirways great job today team challenge weather delay flight 1925 Charlotte. # travel # friendlyteam,,2015-02-24 09:48:28 -0800,"Gulfport, MS",Central Time (US & Canada)
5427,9028,570278432417972224,0,0.6523,Cancelled Flight,0.6523,US Airways,,RyanDrinks42,,2,. USAirways It saturday snow DC area. Excited flight Cancelled Flightled sad go miss .,,2015-02-24 09:45:48 -0800,Just outside of Thunder Dome,Eastern Time (US & Canada)
5428,9029,570278202897276928,0,0.6616,Customer Service Issue,0.34299999999999997,US Airways,,wyattmel,,0,"USAirways AmericanAir I love guy & amp ; I 'm gon na let finish , I 've hold 1 hour try book flight w/ voucher .",,2015-02-24 09:44:53 -0800,,Eastern Time (US & Canada)
5429,9030,570277612389412864,0,0.6448,Flight Attendant Complaints,0.6448,US Airways,,pinkgolftees,,0,"USAirways And , helpful employee change board zone would space pump discipline # fail",,2015-02-24 09:42:32 -0800,"Denver, CO",Mountain Time (US & Canada)
5430,9031,570276878788861953,0,1.0,Lost Luggage,0.6875,US Airways,,RogerWaterer,,0,USAirways Need talk person bag. Waiting hold two hours. Bag ! b deliver last night. Online say find .,,2015-02-24 09:39:37 -0800,,
5431,9033,570276681551732736,0,1.0,Lost Luggage,1.0,US Airways,,_Leycar,,0,USAirways I n't want sympathy I want someone make effort find bag,,2015-02-24 09:38:50 -0800,,Eastern Time (US & Canada)
5432,9034,570276439829774336,0,1.0,Customer Service Issue,0.6854,US Airways,,pinkgolftees,,0,USAirways She speak someone AM tell breast pump n't medical equipment `` plan well . '',,2015-02-24 09:37:53 -0800,"Denver, CO",Mountain Time (US & Canada)
5433,9035,570275106724782080,0,0.6656,Lost Luggage,0.6656,US Airways,,tuneday,,0,USAirways - 800 # refer back baggage service I leave airport. I seat 17A,,2015-02-24 09:32:35 -0800,"Philadelphia, PA",
